"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Strada",7.78947894192878e-07,0.47443985063957,0.103,0.167,0.0195430237174051
"Lrrtm3",7.80766961040039e-07,-0.899762469843767,0.008,0.033,0.0195886622855335
"Unc119",7.81227883769387e-07,-0.478915364833157,0.017,0.049,0.0196002263758902
"Zbp1",7.81690806269215e-07,-2.09204127460545,0.004,0.025,0.0196118406384883
"Gnb5",7.82253090368437e-07,1.47710734217419,0.154,0.104,0.0196259477842537
"Gdap1",7.87454832456229e-07,0.786136238483956,0.022,0.056,0.0197564542914943
"Psmd1",7.89574177749169e-07,0.289126986637784,0.316,0.4,0.0198096265455489
"Mvb12b",7.90376450260851e-07,0.560494434241734,0.167,0.111,0.0198297547605945
"Prg4",7.9758941206381e-07,-2.57145740007919,0.117,0.172,0.0200107207592689
"Card6",7.99223678602744e-07,2.23299799392009,0.099,0.058,0.0200517228724642
"Dock7",8.06779995175997e-07,1.46590194265351,0.215,0.16,0.0202413032989706
"Dusp14",8.07289060871577e-07,-0.963315305010482,0.034,0.073,0.020254075248207
"Mrm3",8.12513995885578e-07,-1.51087700883132,0.009,0.034,0.0203851636427733
"Zfp593",8.16713355900515e-07,-1.40330286039784,0.039,0.079,0.020490521386188
"2500002B13Rik",8.20439111449367e-07,-0.496990736767518,0.004,0.025,0.0205839968671532
"LOC106740",8.22741221726076e-07,3.06583141046299,0.031,0.009,0.0206417545118855
"Pgp",8.40582241828991e-07,-0.364716231313835,0.175,0.241,0.0210893678652476
"Ppcdc",8.50192487868051e-07,1.43219897499309,0.143,0.094,0.0213304793281215
"C5ar1",8.53620331917785e-07,-1.76888804399567,0.001,0.021,0.0214164805074853
"Kyat1",8.53625016676747e-07,-3.12012590725185,0.004,0.026,0.0214165980434029
